-1.0822471,0.20691271,1.0382706,1.2027888,-0.3982149,1.2058173,1.0118222,0.57865864,1.3624934,-0.2571941,1.1596901,-0.92737854,0.93871355,0.07192852,1.3724954,3.1261322,3.376332,1.4409446,0.6148027,-0.951746
-1.1535575,-1.0052388,0.24129833,-1.0848857,-0.05586318,-0.3332731,1.4007483,-0.82842034,-1.5618703,1.0117304,4.40018,-1.9707706,-0.032828875,-0.7062587,0.26934394,-0.4785095,4.280055,3.9742572,0.922676,-0.8902319
0.58533025,1.7477326,1.0086932,0.17091042,0.7251874,0.6266129,0.5030273,-1.1307017,-0.23255959,1.2603061,-0.63291806,-0.8901,0.5296876,3.4355872,0.7190558,0.67077214,-0.13719365,0.12858298,3.0589345,-1.2562792
0.04997686,0.6486209,0.8700814,0.71519077,0.19631657,0.2753571,1.7616712,-0.6535571,-1.6619765,1.5456285,2.2012422,-0.16977577,0.07062664,0.124875255,0.5310351,2.5579727,1.1760107,1.218007,1.6930815,-0.6724241
-0.9836445,-0.37515584,1.6504828,-0.4944343,-0.50774807,1.9808732,0.54000306,1.7651305,1.6646787,1.1563445,0.95448726,-0.35430562,-0.7898578,1.1667646,2.4873378,2.3191888,1.8335339,1.3612479,1.8450749,0.023769043
-2.124093,-3.0709636,-8.974893,-6.0609756,-11.0135145,-9.3359165,-2.8793292,-6.8128624,-2.9096885,0.7510641,0.04796128,2.0390894,1.2462436,3.1572185,2.3063364,-0.8835474,-0.2518969,1.5018145,-0.88238454,-1.7373778
-0.016043136,-1.1340945,-1.2164714,-0.22838446,-2.038129,1.6025428,0.108021185,0.5660493,0.24744329,1.5862896,1.6664163,1.1839887,-0.35861394,0.95446724,-0.023454126,3.8344512,3.5993633,1.2378589,2.4032536,1.1369402
-0.4841342,0.8931022,0.3348168,-0.6871995,-1.3871891,-1.6303669,0.9551338,0.106110625,-0.7768626,1.0735723,-1.143711,-1.2355133,-1.2919263,2.225306,0.3035587,1.6698138,3.4911435,0.40524822,1.635553,-1.7993675
1.2091169,0.6678404,1.5057385,1.5327845,0.7230437,1.4461583,0.24274825,2.0871181,-2.1993737,3.930757,0.09511207,-1.165302,-1.1843774,0.5256061,1.1390725,4.032152,4.131716,1.4821694,2.2791753,-0.92516476
-1.1498271,-0.20022237,-0.208451,-1.1975657,1.3643025,-0.62104964,0.25216192,0.9746742,-0.55009574,1.4215908,-0.65178037,0.6426898,-1.1639719,-0.747222,-0.3441226,3.7724788,1.8597416,0.14283682,1.4167928,-0.53281474
